No Tiket,Nama Service,SID,Produk,Bandwith,Tiket Open,Tiket Close,Stop Clock (Durasi),Durasi (Jam),Durasi (Menit),Penyebab,Action,Kategori Layanan,Unit PLN Pengguna,Jenis Gangguan,Detail Gangguan,Lokasi Gangguan,source_file,penyebab_norm,Lokasi_GI,Lokasi_POP,Lokasi_KM,Lokasi_Risiko,kategori_risiko,bulan
EM24WSEA,[UID SUMUT - UP2D] UP2D SUMUT - GH TELADAN (SCADA),1000362946,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WABS,[UID SUMUT - UP2D] UP2D SUMUT - GH TEBING TINGGI (SCADA),1000362944,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W3WG,[UID SUMUT - UP2D] UP2D SUMUT - GH SILANGIT (SCADA),1000318867,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2025-02-20 15:54 MENJADI 2025-02-20 15:06,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur waktu gangguan mulai telah di ubah dari 2025 02 20 15 54 menjadi 2025 02 20 15 06,,,,,,2025-02
EM24WHAA,[UID SUMUT - UP2D] UP2D SUMUT - GH PERUMNAS BATU ENAM (SCADA),1000362952,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W55E,[UID SUMUT - UP2D] UP2D SUMUT - GI NEW SIDEMPUAN (SCADA),1000362808,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WH3Y,[UID SUMUT - UP2D] UP2D SUMUT - GI SARULLA (SCADA),1000362850,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGG2,[UID SUMUT - UP2D] UP2D SUMUT - GI PANYABUNGAN (SCADA),1000362803,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W5UV,[UID SUMUT - UP2D] UP2D SUMUT - GI NEGERI DOLOK (SCADA),1000362913,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WFN7,[UID SUMUT - UP2D] UP2D SUMUT - GI MARTABE (SCADA),1000362848,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W362,[UID SUMUT - UP2D] UP2D SUMUT - GI LABUHAN BILIK (SCADA),1000362915,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W6XP,[UID SUMUT - UP2D] UP2D SUMUT - GH AHMAD YANI,1000166151,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WU57,[UID SUMUT] UP2D SUMUT (BACKUP BACKHAUL),1000132284,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WPZG,[UID SUMUT - UP2D] UP2D SUMUT - GI MABAR (SCADA),1000162889,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGLM,[UID SUMUT - UP2D] UP2D SUMUT - GI PAYAGELI (SCADA),1000162892,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WU4F,[UID SUMUT - UP2D] UP2D SUMUT (BACKHAUL),1000163332,METRONET,50Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
A0056959,[UID SUMUT - UP2D] UP2D SUMUT - GI LABUHAN (SCADA),1000162887,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W3U5,[UID SUMUT - UP2D] UP2D SUMUT - GI LAMHOTMA (SCADA),1000162888,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W5X7,[UID SUMUT - UP2D] UP2D SUMUT - GH KUALANAMU (SCADA),1000162868,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24W3B7,[UID SUMUT - UP2D] UP2D SUMUT - GI KUALANAMU (SCADA),1000162870,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W2WQ,[UID SUMUT - UP2D] UP2D SUMUT - GI KIM (SCADA),1000162886,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W24D,[UID SUMUT - UP2D] UP2D SUMUT - GI GLUGUR (SCADA),1000162863,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W4CW,[UID SUMUT - UP2D] UP2D SUMUT - GI DENAI (SCADA),1000162874,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WYVW,[UID SUMUT - UP2D] UP2D SUMUT - UP3 MEDAN (SCADA MIRRORING),1000188184,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W6CF,[UID SUMUT - UP2D] UP2D SUMUT - GH SIBORONG-BORONG (SCADA),1000163287,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WKJB,[UID SUMUT - UP2D] UP2D SUMUT - GH DOLOK SANGGUL (SCADA),1000163255,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W5F5,[UID SUMUT - UP2D] UP2D SUMUT - GH PAKKAT (SCADA),1000163256,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24W5B5,[UID SUMUT - UP2D] UP2D SUMUT - GH KISARAN (SCADA),1000163144,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24WGRK,[UID SUMUT - UP2D] UP2D SUMUT - GI PANGKALAN BRANDAN (SCADA),1000163143,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W2J8,[UID SUMUT - UP2D] UP2D SUMUT - GI DOLOK SANGGUL (SCADA),1000163252,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGGX,[UID SUMUT - UP2D] UP2D SUMUT - GH PANGURURAN (SCADA),1000163203,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WAZY,[UID SUMUT - UP2D] UP2D SUMUT - GH TANJUNG BALAI (SCADA),1000163145,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WJQV,[UID SUMUT - UP2D] UP2D SUMUT - GH SIDIKALANG (SCADA),1000163200,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W6JR,[UID SUMUT - UP2D] UP2D SUMUT - GH SIANTAR KOTA / TIMBANG GALUNG (SCADA),1000163195,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WHMZ,[UID SUMUT - UP2D] UP2D SUMUT - GH RAYA DAMANIK (SCADA),1000163194,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGZ6,[UID SUMUT - UP2D] UP2D SUMUT - GH PARAPAT (SCADA),1000163193,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
A0057200,[UID SUMUT - UP2D] UP2D SUMUT - GI BINJAI (SCADA),1000162895,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WS77,[UID SUMUT - UP2D] UP2D SUMUT - GI AEK KANOPAN (SCADA),1000162906,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WHUX,[UID SUMUT - UP2D] UP2D SUMUT - GH PERDAGANGAN KOTA (SCADA),1000163191,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WU32,[UID SUMUT - UP2D] UP2D SUMUT - UPB SUMBAGUT (SCADA),1000162905,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WJLJ,[UID SUMUT - UP2D] UP2D SUMUT - GH BINJAI STABAT (SCADA),1000163180,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W6U5,[UID SUMUT - UP2D] UP2D SUMUT - GH SEI RAMPAH (SCADA),1000163169,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WHTY,[UID SUMUT - UP2D] UP2D SUMUT - GI PORSEA (SCADA),1000162980,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W4S7,[UID SUMUT - UP2D] UP2D SUMUT - GI TARUTUNG (SCADA),1000162978,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN : GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WDZ4,[UID SUMUT - UP2D] UP2D SUMUT - GI SIBOLGA (SCADA),1000162977,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN : GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
